person_number,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9
A02705,2,1,1,1,1,1,2,3,1
A02706,2,1,2,1,1,1,1,4,1
A02707,4,1,3,1,3,3,3,1,4
A02708,1,3,4,1,3,3,3,2,2
A02709,3,1,4,1,3,3,4,1,3
A02710,3,1,4,1,3,4,4,1,4
A02711,1,1,2,3,2,2,2,3,1
A02712,2,1,1,1,1,1,2,2,1
A02713,4,1,4,1,4,4,3,1,3
A02714,1,1,1,1,1,1,2,2,2
A02715,3,1,4,1,4,4,3,1,4
A02716,4,1,4,1,3,4,4,1,4
A02717,2,1,3,1,1,1,1,4,1
A02718,2,1,1,1,1,1,2,2,1
A02719,3,1,4,1,4,3,4,1,3
A02720,2,1,1,1,1,1,2,3,1
A02721,3,1,4,1,4,3,3,1,4
A02722,2,1,1,1,1,1,2,3,1
A02723,3,1,4,1,4,4,3,1,3
A02724,3,1,3,1,4,4,4,1,4
A02725,3,1,3,1,4,3,4,1,3
A02726,1,1,2,1,1,1,1,5,1
A02727,2,4,3,1,3,3,3,1,2
A02728,1,1,2,2,1,2,1,2,2
A02729,3,1,3,1,3,4,3,1,3
A02730,3,1,3,1,4,4,3,1,4
A02731,4,1,4,1,4,3,3,1,3
A02732,1,1,1,2,2,2,2,2,1
A02733,4,1,3,1,4,3,4,1,3
A02734,3,1,4,1,4,4,4,1,3
A02735,1,1,1,3,2,2,2,2,2
A02736,1,1,2,2,2,1,2,3,2
A02737,2,3,4,1,4,2,4,1,2
A02738,2,1,1,3,1,1,2,3,2
A02739,1,1,1,1,1,1,2,2,1
A02740,3,1,4,1,4,3,4,1,3
A02741,3,1,4,1,3,3,3,1,4
A02742,1,1,2,3,1,1,1,2,1
A02743,1,1,1,3,2,1,2,3,2
A02744,2,4,4,1,3,3,3,2,3
A02745,4,1,4,1,4,3,3,1,3
A02746,3,1,4,1,4,3,4,1,3
A02747,2,1,1,3,2,2,1,3,2
A02748,2,4,4,1,4,3,3,1,2
A02749,3,1,4,1,4,3,4,1,3
A02750,4,1,4,1,3,3,3,1,3
A02751,2,1,1,1,1,1,1,2,2
A02752,1,1,1,3,1,1,1,3,1
A02753,3,1,3,1,3,4,4,1,3
A02754,4,1,4,1,3,3,4,1,4
A02755,3,1,4,1,4,4,4,1,4
A02756,4,1,3,1,3,4,3,1,4
A02757,2,1,1,1,1,1,2,3,1
A02758,2,1,2,2,2,2,2,2,2
A02759,4,1,4,1,4,4,4,1,4
A02760,3,1,3,1,3,3,3,1,3
A02761,2,1,3,1,1,1,1,5,1
A02762,4,1,4,1,4,4,3,1,4
A02763,3,1,3,1,3,4,3,1,4
A02764,2,1,2,2,2,2,1,3,1
A02765,1,1,1,1,1,1,2,3,2
A02766,1,1,2,1,1,1,1,4,1
A02767,4,1,4,1,3,4,3,1,3
A02768,4,1,4,1,3,3,3,1,4
A02769,1,1,3,1,1,1,1,4,1
A02770,4,1,4,1,4,4,4,1,3
A02771,2,1,2,2,2,1,1,3,2
A02772,2,1,1,1,1,1,1,2,1
A02773,1,1,2,2,1,2,1,3,1
A02774,2,1,3,1,1,1,1,5,1
A02775,3,1,3,1,4,3,3,1,3
A02776,1,1,3,1,1,1,1,4,1
A02777,4,1,4,1,4,4,3,1,4
A02778,2,1,2,1,1,1,1,4,1
A02779,1,3,4,1,3,3,3,2,3
A02780,3,1,4,1,4,3,3,1,3
A02781,3,1,3,1,4,4,4,1,4
A02782,4,1,3,1,3,3,3,1,3
A02783,2,1,1,1,1,1,1,3,2
A02784,3,1,4,1,4,3,3,1,4
A02785,2,1,2,1,1,1,1,5,1
A02786,3,1,3,1,3,3,4,1,3
A02787,3,1,4,1,3,3,3,1,3
A02788,4,1,3,1,3,3,4,1,3
A02789,2,1,1,3,2,1,2,2,1
A02790,2,1,1,2,1,2,1,2,2
A02791,2,1,3,1,1,1,1,5,1
A02792,3,1,4,1,3,3,3,1,3
A02793,4,1,4,1,4,4,4,1,3
A02794,1,1,2,1,1,1,1,5,1
A02795,2,1,1,2,1,1,2,2,1
A02796,3,1,3,1,3,4,3,1,4
A02797,4,1,4,1,3,4,4,1,3
A02798,1,1,2,1,1,1,1,4,1
A02799,2,1,2,1,1,1,1,5,1
A02800,1,1,2,1,1,1,1,5,1
A02801,3,1,3,1,3,4,3,1,4
A02802,1,3,3,1,3,3,3,2,3
A02803,2,1,1,2,2,1,2,2,2
A02804,2,1,2,1,1,1,1,5,1
A02805,1,1,2,1,1,1,1,5,1
A02806,3,1,3,1,3,4,4,1,4
A02807,3,1,3,1,3,4,4,1,4
A02808,1,1,2,3,2,1,1,3,2
A02809,2,1,3,1,1,1,1,5,1
A02810,3,1,4,1,4,3,4,1,3
A02811,3,1,3,1,4,3,4,1,4
A02812,1,1,3,1,1,1,1,5,1
A02813,4,1,3,1,4,4,4,1,3
A02814,1,1,1,1,1,1,2,2,2
A02815,4,1,3,1,3,3,4,1,4
A02816,3,1,4,1,4,3,3,1,3
A02817,2,1,3,1,1,1,1,5,1
A02818,1,1,2,1,1,1,1,4,1
A02819,1,1,1,1,1,1,1,3,1
A02820,2,1,2,2,1,1,1,3,2
A02821,3,1,3,1,3,3,4,1,4
A02822,4,1,3,1,3,4,3,1,4
A02823,3,1,4,1,4,4,3,1,4
A02824,2,1,2,1,1,1,1,5,1
A02825,4,1,4,1,3,4,3,1,3
A02826,4,1,4,1,3,3,3,1,4
A02827,3,1,4,1,4,3,3,1,4
A02828,3,1,3,1,3,3,3,1,4
A02829,2,1,2,2,2,1,2,2,2
A02830,4,1,3,1,3,4,4,1,4
A02831,4,1,4,1,3,3,4,1,4
A02832,4,1,3,1,4,3,4,1,3
A02833,2,1,1,3,2,2,2,3,1
A02834,4,1,3,1,3,4,4,1,3
A02835,4,1,4,1,3,4,3,1,3
A02836,3,1,4,1,4,4,3,1,4
A02837,2,1,1,1,1,1,2,2,1
A02838,1,1,3,1,1,1,1,4,1
A02839,4,1,3,1,3,4,3,1,4
A02840,4,1,3,1,3,3,3,1,4
A02841,2,1,3,1,1,1,1,5,1
A02842,2,1,3,1,1,1,1,4,1
A02843,3,1,3,1,4,3,3,1,4
A02844,3,1,4,1,3,3,4,1,3
A02845,4,1,3,1,4,3,4,1,4
A02846,1,1,2,2,2,2,2,3,1
A02847,3,1,3,1,3,4,3,1,4
A02848,2,1,2,1,1,1,1,4,1
A02849,1,1,3,1,1,1,1,4,1
A02850,2,1,1,1,1,1,2,2,1
A02851,1,4,3,1,3,2,3,1,2
A02852,2,1,1,1,1,1,2,2,2
A02853,1,1,1,1,1,1,2,2,2
A02854,3,1,4,1,3,4,3,1,4
A02855,1,1,3,1,1,1,1,5,1
A02856,2,1,1,1,1,1,1,3,1
A02857,3,1,3,1,3,4,3,1,4
A02858,4,1,3,1,3,3,4,1,4
A02859,4,1,3,1,4,4,3,1,4
A02860,3,1,4,1,4,4,4,1,4
A02861,1,1,1,1,1,1,2,2,2
A02862,1,1,1,1,1,1,2,3,2
A02863,1,1,2,2,2,2,1,3,2
A02864,2,3,4,1,4,3,4,2,2
A02865,2,1,2,1,1,1,1,4,1
A02866,1,1,2,1,1,1,1,4,1
A02867,2,1,2,1,1,1,1,5,1
A02868,2,4,4,1,4,3,4,1,2
A02869,2,3,3,1,3,2,4,2,3
A02870,1,1,2,1,1,1,1,5,1
A02871,3,1,3,1,3,3,3,1,4
A02872,3,1,3,1,3,3,4,1,4
A02873,1,4,3,1,3,3,3,1,2
A02874,4,1,4,1,3,4,4,1,3
A02875,3,1,4,1,4,3,3,1,4
A02876,4,1,3,1,4,4,3,1,4
A02877,3,1,3,1,4,3,4,1,3
A02878,2,1,1,1,1,1,1,3,1
A02879,4,1,3,1,4,4,3,1,4
A02880,2,1,2,3,2,1,1,2,2
A02881,4,1,3,1,4,4,4,1,3
A02882,1,1,1,3,1,1,1,2,1
A02883,1,4,3,1,4,2,4,1,2
A02884,2,1,1,1,1,1,2,3,1
A02885,1,1,2,1,1,1,1,5,1
A02886,4,1,3,1,3,3,4,1,4
A02887,4,1,3,1,4,4,3,1,4
A02888,2,1,2,2,2,1,2,3,1
A02889,2,1,2,1,1,1,1,4,1
A02890,1,3,3,1,4,3,3,1,3
A02891,3,1,3,1,3,3,4,1,4
A02892,4,1,3,1,4,3,3,1,4
A02893,2,1,1,2,2,2,2,2,1
A02894,2,1,2,2,1,1,2,3,2
A02895,2,1,2,2,2,1,1,3,2
A02896,3,1,4,1,3,4,3,1,3
A02897,3,1,4,1,3,4,3,1,3
A02898,1,1,1,3,2,2,1,3,2
A02899,4,1,4,1,4,4,3,1,3
A02900,3,1,4,1,4,4,3,1,3
A02901,1,1,1,1,1,1,1,3,1
A02902,3,1,4,1,4,4,4,1,3
A02903,4,1,4,1,4,3,4,1,3
A02904,4,1,3,1,3,3,4,1,4
A02905,1,1,1,2,1,1,1,2,1
A02906,3,1,4,1,3,4,3,1,3
A02907,1,1,1,1,1,1,1,3,2
A02908,3,1,4,1,4,3,3,1,4
A02909,2,1,1,3,2,1,1,3,1
A02910,1,1,2,1,1,1,1,4,1
A02911,1,3,3,1,3,2,3,1,2
A02912,2,1,2,2,2,1,2,2,2
A02913,3,1,4,1,3,4,3,1,4
A02914,2,3,4,1,3,2,3,1,3
A02915,4,1,3,1,4,4,4,1,4
A02916,2,1,2,1,1,1,1,4,1
A02917,2,4,3,1,4,3,4,2,2
A02918,1,1,2,3,2,2,1,3,2
A02919,1,1,2,1,1,1,1,4,1
A02920,1,3,4,1,3,3,4,2,2
A02921,2,1,1,1,1,1,2,3,1
A02922,3,1,3,1,3,3,3,1,4
A02923,2,1,2,1,1,1,1,4,1
A02924,3,1,4,1,4,3,4,1,4
A02925,2,3,3,1,3,3,3,1,2
A02926,1,1,2,1,1,1,1,5,1
A02927,4,1,4,1,3,4,4,1,3
A02928,4,1,3,1,3,3,4,1,3
A02929,4,1,3,1,4,3,4,1,3
A02930,4,1,3,1,4,3,3,1,3
A02931,3,1,4,1,4,3,3,1,4
A02932,4,1,4,1,4,3,3,1,3
A02933,4,1,4,1,3,3,4,1,4
A02934,2,1,2,1,1,1,1,5,1
A02935,4,1,4,1,4,3,3,1,4
A02936,2,1,2,1,1,1,1,4,1
A02937,1,3,3,1,3,2,4,1,2
A02938,3,1,4,1,3,4,3,1,4
A02939,4,1,3,1,3,3,4,1,3
A02940,2,4,4,1,4,2,4,1,3
A02941,3,1,3,1,4,3,4,1,3
A02942,2,4,3,1,3,3,4,2,2
A02943,3,1,3,1,4,4,4,1,3
A02944,1,1,1,1,1,1,1,2,1
A02945,1,1,1,1,1,1,2,2,2
A02946,1,1,1,2,1,2,2,2,2
A02947,4,1,4,1,3,3,3,1,3
A02948,4,1,4,1,4,4,4,1,3
A02949,1,3,3,1,3,2,4,2,3
A02950,4,1,4,1,4,3,3,1,4
A02951,4,1,4,1,4,3,3,1,3
A02952,4,1,3,1,4,4,3,1,4
A02953,1,1,2,1,1,1,1,5,1
A02954,4,1,4,1,4,3,3,1,3
A02955,1,1,1,1,1,1,1,3,2
A02956,4,1,3,1,3,4,3,1,4
A02957,2,1,1,2,1,2,1,2,1
A02958,3,1,3,1,4,4,4,1,3
A02959,2,1,2,3,2,1,1,3,2
A02960,1,1,1,3,2,1,1,2,2
A02961,4,1,4,1,4,4,4,1,3
A02962,1,1,1,1,1,1,1,3,2
A02963,1,1,1,3,2,1,1,2,1
A02964,2,1,2,1,1,1,1,4,1
A02965,3,1,3,1,4,3,4,1,3
A02966,3,1,4,1,3,4,3,1,3
A02967,3,1,4,1,3,3,3,1,4
A02968,4,1,3,1,3,3,3,1,4
A02969,1,1,1,1,1,1,1,2,1
A02970,2,1,3,1,1,1,1,5,1
A02971,3,1,4,1,3,3,4,1,3
A02972,3,1,3,1,4,3,3,1,3
A02973,4,1,3,1,3,4,4,1,3
A02974,4,1,3,1,4,3,3,1,4
A02975,3,1,4,1,4,3,4,1,4
A02976,2,1,3,1,1,1,1,5,1
A02977,1,1,2,3,2,2,2,2,2
A02978,1,1,2,1,1,1,1,5,1
A02979,4,1,3,1,3,4,4,1,3
A02980,3,1,4,1,3,3,4,1,3
A02981,2,4,3,1,3,3,4,1,3
A02982,2,3,3,1,4,2,4,2,3
A02983,2,1,2,2,1,1,2,3,1
A02984,2,1,1,2,1,1,2,2,2
A02985,1,1,2,1,1,1,1,4,1
A02986,2,1,1,1,1,1,2,2,1
A02987,3,1,3,1,3,4,3,1,4
A02988,3,1,3,1,4,3,3,1,4
A02989,3,1,3,1,4,3,3,1,4
A02990,2,1,3,1,1,1,1,4,1
A02991,3,1,4,1,4,4,4,1,3
A02992,2,1,1,1,1,1,1,2,1
A02993,4,1,3,1,3,3,4,1,3
A02994,2,1,1,1,1,1,1,2,2
A02995,1,3,4,1,4,2,4,1,3
A02996,3,1,3,1,3,4,3,1,3
A02997,4,1,4,1,3,3,3,1,4
A02998,4,1,3,1,3,3,3,1,4
A02999,4,1,4,1,3,4,3,1,3
A03000,4,1,3,1,3,3,3,1,3
A03001,4,1,3,1,4,3,3,1,3
A03002,4,1,4,1,3,4,4,1,3
A03003,2,1,1,1,1,1,2,2,2
A03004,3,1,3,1,4,3,3,1,3
A03005,2,1,1,1,1,1,1,3,1
A03006,2,1,2,3,1,2,2,3,2
A03007,1,1,2,3,1,2,1,3,1
A03008,1,1,2,1,1,1,1,4,1
A03009,3,1,3,1,3,3,3,1,3
A03010,1,1,1,1,1,1,1,3,2
A03011,3,1,4,1,3,4,4,1,3
A03012,2,1,1,1,1,1,1,2,1
A03013,1,1,2,1,1,1,1,4,1
A03014,2,1,1,1,1,1,2,2,2
A03015,4,1,4,1,3,4,3,1,3
A03016,4,1,4,1,3,4,4,1,4
A03017,1,3,4,1,3,3,4,1,2
A03018,2,1,2,3,1,2,2,3,1
A03019,4,1,3,1,3,4,3,1,4
A03020,3,1,3,1,3,3,4,1,4
A03021,1,1,1,3,2,1,1,2,2
A03022,1,1,1,1,1,1,1,2,1
A03023,2,1,2,3,2,1,1,2,2
A03024,4,1,4,1,3,3,3,1,4
A03025,3,1,3,1,4,4,4,1,4
A03026,1,1,1,2,1,1,2,2,1
A03027,2,1,1,3,1,2,2,3,1
A03028,1,1,2,3,1,1,2,2,2
A03029,4,1,4,1,4,4,4,1,4
A03030,3,1,3,1,3,4,4,1,4
A03031,4,1,4,1,3,3,4,1,4
A03032,3,1,4,1,3,3,4,1,3
A03033,4,1,4,1,4,4,4,1,3
A03034,1,1,3,1,1,1,1,4,1
A03035,2,3,3,1,3,3,4,2,3
A03036,3,1,3,1,3,4,4,1,3
A03037,1,1,2,3,2,2,1,2,1
A03038,1,1,3,1,1,1,1,4,1
A03039,4,1,3,1,3,4,4,1,4
A03040,3,1,3,1,4,4,3,1,4
A03041,3,1,4,1,3,3,3,1,3
A03042,2,1,1,1,1,1,1,3,2
A03043,3,1,4,1,3,3,3,1,4
A03044,1,1,1,1,1,1,1,3,2
A03045,1,1,3,1,1,1,1,4,1
A03046,4,1,3,1,3,4,4,1,4
A03047,1,1,1,1,1,1,1,2,2
A03048,2,1,2,1,1,1,1,5,1
A03049,3,1,3,1,4,3,3,1,3
A03050,3,1,4,1,3,4,3,1,3
A03051,3,1,4,1,4,4,4,1,4
A03052,2,1,1,1,1,1,1,3,1
A03053,2,1,1,1,1,1,2,3,2
A03054,4,1,3,1,3,3,3,1,4
A03055,2,1,1,1,1,1,1,3,2
A03056,1,1,3,1,1,1,1,5,1
A03057,1,1,1,3,1,2,2,3,2
A03058,1,3,4,1,4,2,4,1,2
A03059,4,1,3,1,4,3,4,1,3
A03060,3,1,4,1,3,3,4,1,3
A03061,1,1,1,1,1,1,2,2,2
A03062,2,1,1,2,1,2,1,2,1
A03063,2,1,1,1,1,1,2,2,1
A03064,4,1,4,1,3,4,4,1,4
A03065,2,1,3,1,1,1,1,5,1
A03066,3,1,4,1,4,3,4,1,4
A03067,4,1,3,1,4,3,4,1,4
A03068,1,1,1,1,1,1,2,2,2
A03069,2,1,2,1,1,1,1,4,1
A03070,3,1,3,1,4,4,3,1,4
A03071,3,1,4,1,3,4,4,1,4
A03072,4,1,4,1,4,4,4,1,4
A03073,1,1,3,1,1,1,1,4,1
A03074,4,1,3,1,4,3,3,1,4
A03075,4,1,3,1,4,3,3,1,3
A03076,2,1,2,1,1,1,1,5,1
A03077,3,1,3,1,4,4,4,1,4
A03078,2,1,2,1,1,1,1,4,1
A03079,4,1,4,1,3,3,4,1,3
A03080,4,1,4,1,3,4,4,1,4
A03081,4,1,4,1,4,4,3,1,3
A03082,2,1,1,3,1,2,1,2,1
A03083,3,1,3,1,4,3,3,1,3
A03084,3,1,4,1,3,4,3,1,4
A03085,1,1,1,1,1,1,2,3,1
A03086,3,1,4,1,4,4,3,1,3
A03087,4,1,3,1,3,3,3,1,4
A03088,3,1,4,1,4,3,4,1,4
A03089,3,1,4,1,3,3,3,1,3
A03090,3,1,4,1,3,3,4,1,3
A03091,4,1,3,1,3,4,3,1,4
A03092,3,1,3,1,3,3,3,1,4
A03093,4,1,3,1,3,4,3,1,4
A03094,3,1,3,1,3,4,4,1,4
A03095,1,1,2,3,1,2,1,2,2
A03096,4,1,4,1,4,4,4,1,4
A03097,2,1,1,1,1,1,2,3,1
A03098,4,1,3,1,3,4,3,1,3
A03099,4,1,3,1,4,4,3,1,4
A03100,4,1,3,1,3,3,3,1,4
A03101,4,1,4,1,4,4,3,1,3
A03102,4,1,4,1,4,3,4,1,4
A03103,1,1,2,2,1,1,2,3,1
A03104,2,1,2,1,1,1,1,5,1
A03105,2,3,3,1,4,2,4,2,2
A03106,3,1,3,1,4,3,4,1,4
A03107,3,1,4,1,4,4,3,1,4
A03108,1,1,1,1,1,1,2,3,2
A03109,4,1,4,1,3,4,3,1,3
A03110,4,1,4,1,3,3,4,1,3
A03111,4,1,3,1,3,3,4,1,4
A03112,3,1,4,1,3,3,3,1,4
A03113,2,1,1,2,1,2,2,3,2
A03114,2,1,2,3,2,2,1,2,1
A03115,4,1,4,1,3,3,3,1,4
A03116,4,1,4,1,3,3,3,1,4
A03117,1,4,3,1,3,2,3,1,3
A03118,1,1,2,3,1,1,2,3,1
A03119,2,3,4,1,3,3,4,2,3
A03120,2,1,1,3,2,2,2,3,1
A03121,2,1,2,3,2,1,2,3,2
A03122,4,1,3,1,4,3,3,1,3
A03123,4,1,3,1,3,4,4,1,4
A03124,2,1,1,2,1,2,1,3,1
A03125,4,1,3,1,4,4,4,1,4
A03126,2,3,4,1,3,2,3,2,2
A03127,1,3,3,1,3,3,4,1,2
A03128,4,1,3,1,4,4,4,1,4
A03129,1,1,1,1,1,1,2,2,2
A03130,2,1,1,2,2,2,1,2,1
A03131,1,1,1,2,2,1,2,2,1
A03132,1,1,3,1,1,1,1,5,1
A03133,3,1,3,1,3,3,3,1,3
A03134,1,4,4,1,3,2,4,2,3
A03135,3,1,4,1,4,3,3,1,3
A03136,2,1,2,3,2,2,1,3,2
A03137,3,1,3,1,4,4,3,1,3
A03138,3,1,4,1,4,4,3,1,3
A03139,4,1,4,1,3,3,4,1,3
A03140,4,1,3,1,3,3,3,1,3
A03141,3,1,3,1,4,4,3,1,4
A03142,3,1,3,1,4,4,3,1,3
A03143,1,1,3,1,1,1,1,5,1
A03144,1,1,2,1,1,1,1,4,1
A03145,3,1,4,1,4,4,4,1,3
A03146,1,1,2,1,1,1,1,4,1
A03147,4,1,3,1,3,3,3,1,3
A03148,2,1,1,1,1,1,2,3,1
A03149,2,1,2,1,1,1,1,5,1
A03150,2,1,2,1,1,1,1,4,1
A03151,2,1,3,1,1,1,1,5,1
A03152,4,1,4,1,3,3,4,1,3
A03153,4,1,3,1,4,4,4,1,3
A03154,2,1,1,3,2,2,2,3,2
A03155,2,1,1,2,1,2,2,3,2
A03156,2,4,4,1,4,2,4,2,2
A03157,1,1,2,2,1,2,2,2,1
A03158,4,1,3,1,4,4,3,1,4
A03159,2,1,1,1,1,1,2,3,1
A03160,1,1,1,2,2,2,1,2,1
A03161,2,1,2,3,2,1,2,3,1
A03162,1,4,3,1,4,2,4,2,2
A03163,2,1,2,1,1,1,1,4,1
A03164,4,1,4,1,3,3,4,1,3
A03165,2,1,2,1,1,1,1,5,1
A03166,4,1,3,1,3,4,3,1,3
A03167,4,1,4,1,3,4,3,1,4
A03168,1,1,1,1,1,1,2,2,1
A03169,3,1,3,1,4,4,4,1,3
A03170,2,1,2,3,1,1,1,2,1
A03171,1,1,3,1,1,1,1,4,1
A03172,1,1,1,3,1,1,1,2,1
A03173,2,1,2,1,1,1,1,4,1
A03174,1,4,4,1,3,3,4,1,2
A03175,2,1,1,2,1,1,1,2,2
A03176,4,1,3,1,4,3,4,1,3
A03177,2,1,1,2,2,2,1,2,2
A03178,4,1,3,1,3,3,3,1,3
A03179,2,1,3,1,1,1,1,4,1
A03180,3,1,4,1,3,3,3,1,3
A03181,1,1,1,1,1,1,1,3,2
A03182,1,1,2,1,1,1,1,5,1
A03183,4,1,4,1,3,4,4,1,4
A03184,2,1,1,3,1,1,2,3,2
A03185,1,1,1,2,2,1,1,3,1
A03186,4,1,3,1,4,3,3,1,4
A03187,1,1,1,1,1,1,1,3,2
A03188,4,1,3,1,3,3,3,1,4
A03189,1,3,3,1,4,2,3,2,2
A03190,4,1,4,1,4,4,3,1,3
A03191,4,1,3,1,3,4,4,1,4
A03192,3,1,3,1,4,4,3,1,3
A03193,1,1,1,1,1,1,1,3,2
A03194,2,1,1,2,1,2,2,3,2
A03195,3,1,3,1,4,3,3,1,4
A03196,1,1,2,2,1,2,2,3,1
A03197,4,1,3,1,3,3,3,1,3
A03198,1,1,1,1,1,1,1,3,1
A03199,2,1,3,1,1,1,1,5,1
A03200,3,1,3,1,3,4,4,1,3
A03201,1,3,4,1,4,3,3,1,2
A03202,4,1,4,1,3,4,4,1,4
A03203,2,1,3,1,1,1,1,4,1
A03204,2,1,1,2,2,1,2,2,2
A03205,2,3,4,1,3,3,3,2,2
A03206,3,1,4,1,3,4,4,1,3
A03207,1,1,2,2,2,1,1,3,1
A03208,2,1,1,1,1,1,2,3,1
A03209,4,1,3,1,4,4,4,1,3
A03210,2,1,1,1,1,1,2,3,2
A03211,3,1,4,1,4,4,4,1,3
A03212,3,1,3,1,4,4,3,1,4
A03213,3,1,3,1,3,4,4,1,3
A03214,3,1,3,1,3,4,3,1,4
A03215,4,1,3,1,3,4,3,1,3
A03216,3,1,4,1,4,3,4,1,3
A03217,2,1,1,1,1,1,1,3,2
A03218,4,1,4,1,4,4,3,1,4
A03219,4,1,3,1,3,3,4,1,3
A03220,4,1,4,1,4,4,3,1,4
A03221,2,1,3,1,1,1,1,4,1
A03222,1,4,3,1,4,3,4,2,3
A03223,4,1,3,1,3,4,3,1,3
A03224,2,1,2,3,1,2,1,2,2
A03225,2,1,1,2,1,1,2,3,1
A03226,3,1,3,1,3,4,4,1,3
A03227,2,1,2,1,1,1,1,4,1
A03228,2,1,3,1,1,1,1,5,1
A03229,4,1,3,1,3,3,4,1,3
A03230,1,1,2,1,1,1,1,5,1
A03231,1,1,1,1,1,1,2,2,1
A03232,3,1,3,1,4,3,4,1,3
A03233,1,1,1,2,1,2,1,2,2
A03234,3,1,4,1,4,3,4,1,3
A03235,4,1,3,1,3,4,4,1,4
A03236,4,1,3,1,3,4,4,1,4
A03237,2,1,1,3,2,1,1,2,1
A03238,1,1,3,1,1,1,1,4,1
A03239,2,1,1,1,1,1,2,2,1
A03240,2,1,3,1,1,1,1,4,1
A03241,4,1,4,1,4,3,4,1,4
A03242,4,1,3,1,3,4,3,1,4
A03243,2,1,2,1,1,1,1,5,1
A03244,2,1,1,3,2,2,2,3,1
A03245,3,1,4,1,4,4,4,1,4
A03246,3,1,3,1,3,4,4,1,4
A03247,2,1,1,1,1,1,1,3,1
A03248,3,1,3,1,3,4,3,1,4
A03249,1,1,1,3,1,1,1,3,2
A03250,1,1,1,1,1,1,2,2,2
A03251,4,1,4,1,3,3,4,1,3
A03252,4,1,4,1,4,4,3,1,4
A03253,4,1,4,1,4,4,3,1,4
A03254,4,1,3,1,4,4,3,1,4
A03255,4,1,4,1,4,3,4,1,3
A03256,1,3,3,1,4,3,4,2,2
A03257,4,1,3,1,3,3,4,1,4
A03258,1,1,1,3,1,1,2,3,1
A03259,1,1,1,1,1,1,1,3,2
A03260,3,1,4,1,3,3,3,1,3
A03261,4,1,4,1,3,3,4,1,4
A03262,4,1,4,1,4,3,3,1,3
A03263,1,1,3,1,1,1,1,5,1
A03264,2,1,3,1,1,1,1,5,1
A03265,4,1,3,1,3,4,3,1,3
A03266,3,1,4,1,3,4,4,1,4
A03267,2,1,1,2,1,1,2,3,1
A03268,3,1,4,1,4,4,4,1,4
A03269,1,1,1,1,1,1,1,3,2
A03270,3,1,4,1,3,3,3,1,3
A03271,1,1,2,3,2,1,1,2,2
A03272,4,1,4,1,3,4,3,1,3
A03273,2,1,1,1,1,1,2,2,2
A03274,4,1,3,1,3,4,4,1,4
A03275,4,1,3,1,4,4,3,1,3
A03276,4,1,3,1,4,4,4,1,4
A03277,2,1,1,2,2,1,2,3,1
A03278,4,1,4,1,4,4,4,1,3
A03279,4,1,3,1,3,4,4,1,4
A03280,1,1,1,2,1,1,2,3,2
A03281,4,1,3,1,4,4,3,1,3
A03282,3,1,3,1,4,3,4,1,4
A03283,1,1,1,1,1,1,2,2,1
A03284,3,1,3,1,4,4,4,1,3
A03285,1,1,1,1,1,1,1,2,1
A03286,2,1,1,2,2,1,1,2,2
A03287,4,1,4,1,3,4,4,1,3
A03288,4,1,4,1,3,3,4,1,4
A03289,3,1,4,1,3,4,4,1,4
A03290,1,1,3,1,1,1,1,5,1
A03291,2,1,1,1,1,1,2,3,1
A03292,3,1,4,1,4,4,4,1,3
A03293,3,1,3,1,4,4,3,1,3
A03294,2,1,1,3,1,2,2,2,1
A03295,2,1,1,2,1,2,2,2,2
A03296,1,1,3,1,1,1,1,4,1
A03297,2,1,1,1,1,1,2,2,2
A03298,1,1,2,3,2,1,1,3,2
A03299,2,1,2,1,1,1,1,5,1
A03300,4,1,4,1,3,4,4,1,3
A03301,3,1,3,1,4,3,3,1,4
A03302,4,1,4,1,4,3,4,1,3
A03303,2,1,3,1,1,1,1,5,1
A03304,4,1,3,1,4,4,4,1,3
A03305,3,1,4,1,4,4,4,1,4
A03306,4,1,4,1,4,3,4,1,4
A03307,2,3,3,1,3,2,3,2,2
A03308,3,1,4,1,3,4,3,1,3
A03309,4,1,3,1,4,3,4,1,4
A03310,4,1,4,1,4,3,3,1,3
A03311,1,1,1,1,1,1,2,2,1
A03312,3,1,3,1,3,4,4,1,4
A03313,4,1,4,1,3,4,3,1,4
A03314,2,1,1,3,1,2,2,3,1
A03315,2,1,3,1,1,1,1,4,1
A03316,2,1,1,1,1,1,2,2,1
A03317,4,1,3,1,4,3,4,1,4
A03318,3,1,3,1,3,3,4,1,4
A03319,4,1,4,1,4,4,3,1,3
A03320,1,1,2,1,1,1,1,4,1
A03321,3,1,3,1,4,3,3,1,4
A03322,2,1,1,1,1,1,2,3,2
A03323,4,1,3,1,3,4,4,1,4
A03324,3,1,3,1,3,4,3,1,3
A03325,4,1,4,1,3,3,4,1,4
A03326,3,1,3,1,4,3,3,1,4
A03327,3,1,3,1,4,4,3,1,4
A03328,1,1,1,1,1,1,2,2,1
A03329,2,1,2,1,1,1,1,4,1
A03330,4,1,3,1,3,3,3,1,3
A03331,4,1,3,1,3,4,3,1,4
A03332,4,1,4,1,4,4,4,1,4
A03333,3,1,3,1,4,4,3,1,4
A03334,2,1,2,2,2,1,1,3,1
A03335,3,1,4,1,4,3,4,1,4
A03336,3,1,3,1,4,3,3,1,3
A03337,1,1,2,2,1,2,1,3,1
A03338,1,1,3,1,1,1,1,5,1
